#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
HPD	cobalt	1847151	-100002891	9606.ENSP00000289004	-1.CID100002891	0	0	0	0	0	0.800	0	0	0	0.800
CYP2C19	progesterone	1855462	-100004920	9606.ENSP00000360372	-1.CID100004920	0	0	0	0	0	0	0.800	0	0	0.800
EGFR	sodium	1846445	-100000923	9606.ENSP00000275493	-1.CID100000923	0	0	0	0	0	0.800	0	0	0	0.800
KRAS	sulphate	1844404	-100001117	9606.ENSP00000256078	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
CCL3	potassium	1843010	-100000813	9606.ENSP00000225245	-1.CID100000813	0	0	0	0	0	0.800	0	0	0	0.800
SETD3	acetate	1850919	-100000175	9606.ENSP00000327436	-1.CID100000175	0	0	0	0	0	0.800	0	0	0	0.800
APCS	acetate	1844350	-100000175	9606.ENSP00000255040	-1.CID100000175	0	0	0	0	0	0.800	0	0	0	0.800
GLI1	cobalt	1843155	-100002891	9606.ENSP00000228682	-1.CID100002891	0	0	0	0	0	0.800	0	0	0	0.800
CAT	superoxide ani.	1843587	-100520535	9606.ENSP00000241052	-1.CID100520535	0	0	0	0	0	0	0.800	0	0	0.800
TF	citric acid	1859071	-100000311	9606.ENSP00000385834	-1.CID100000311	0	0	0	0	0	0.800	0	0	0	0.800
KEAP1	phosphate	1842313	-100001003	9606.ENSP00000171111	-1.CID100001003	0	0	0	0	0	0.800	0	0	0	0.800
distilled water	galangin	-100000961	-105281616	-1.CID100000961	-1.CID105281616	0	0	0	0	0	0	0.800	0	0	0.800
PCNA	sulphate	1856984	-100001117	9606.ENSP00000368438	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
IL2	glucose	1843096	-100000206	9606.ENSP00000226730	-1.CID100000206	0	0	0	0	0	0.800	0	0	0	0.800
VEGFA	EGFR	1855611	1846445	9606.ENSP00000361125	9606.ENSP00000275493	0	0	0	0	0	0	0.800	0	0	0.800
JMJD1C	sodium	1858707	-100000923	9606.ENSP00000382204	-1.CID100000923	0	0	0	0	0	0.800	0	0	0	0.800
MMP9	acetate	1855661	-100000175	9606.ENSP00000361405	-1.CID100000175	0	0	0	0	0	0.800	0	0	0	0.800
FGF14	PDGFRA	1856442	1844502	9606.ENSP00000365301	9606.ENSP00000257290	0	0	0	0	0	0	0.800	0	0	0.800
UMPS	iodide	1843321	-100005238	9606.ENSP00000232607	-1.CID100005238	0	0	0	0	0	0.800	0	0	0	0.800
carbon dioxide	uridine	-100000280	-100001177	-1.CID100000280	-1.CID100001177	0	0	0	0	0	0	0.800	0	0	0.800
UMPS	glycerol	1843321	-100000753	9606.ENSP00000232607	-1.CID100000753	0	0	0	0	0	0.800	0	0	0	0.800
benzoic acid	S-adenosylmeth.	-100000242	-100001079	-1.CID100000242	-1.CID100001079	0	0	0	0	0	0	0.800	0	0	0.800
MAPK8	quercetagetin	1853988	-105281680	9606.ENSP00000353483	-1.CID105281680	0	0	0	0	0	0.800	0	0	0	0.800
UGT2B15	distilled water	1852407	-100000961	9606.ENSP00000341045	-1.CID100000961	0	0	0	0	0	0	0.800	0	0	0.800
CBLB	Zn(II	1845483	-100023994	9606.ENSP00000264122	-1.CID100023994	0	0	0	0	0	0.800	0	0	0	0.800
RPTOR	PPARG	1848942	1847090	9606.ENSP00000307272	9606.ENSP00000287820	0	0	0	0	0	0	0.800	0	0	0.800
IL18	sulphate	1846668	-100001117	9606.ENSP00000280357	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
STUB1	MgATP	1842759	-100000238	9606.ENSP00000219548	-1.CID100000238	0	0	0	0	0	0	0.800	0	0	0.800
oxygen	galangin	-100000977	-105281616	-1.CID100000977	-1.CID105281616	0	0	0	0	0	0	0.800	0	0	0.800
MAP2K1	glycerol	1848411	-100000753	9606.ENSP00000302486	-1.CID100000753	0	0	0	0	0	0.800	0	0	0	0.800
SMAD3	acetate	1851536	-100000175	9606.ENSP00000332973	-1.CID100000175	0	0	0	0	0	0.800	0	0	0	0.800
carbon dioxide	pyrrole	-100000280	-100008027	-1.CID100000280	-1.CID100008027	0	0	0	0	0	0	0.800	0	0	0.800
GSK3B	citric acid	1850681	-100000311	9606.ENSP00000324806	-1.CID100000311	0	0	0	0	0	0.800	0	0	0	0.800
ACP5	sulphate	1842712	-100001117	9606.ENSP00000218758	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
PCNA	Zn(II	1856984	-100023994	9606.ENSP00000368438	-1.CID100023994	0	0	0	0	0	0.800	0	0	0	0.800
AKT1	glycerol	1846136	-100000753	9606.ENSP00000270202	-1.CID100000753	0	0	0	0	0	0.800	0	0	0	0.800
IGF2	glucose	1859600	-100000206	9606.ENSP00000391826	-1.CID100000206	0	0	0	0	0	0.800	0	0	0	0.800
BCAT2	acetate	1850502	-100000175	9606.ENSP00000322991	-1.CID100000175	0	0	0	0	0	0.800	0	0	0	0.800
ALPP	glycerol	1857973	-100000753	9606.ENSP00000375881	-1.CID100000753	0	0	0	0	0	0.800	0	0	0	0.800
SAA1	sulphate	1853372	-100001117	9606.ENSP00000348918	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
RAMP2	calcium ions	1844252	-100000271	9606.ENSP00000253796	-1.CID100000271	0	0	0	0	0	0.800	0	0	0	0.800
VEGFA	3H-proline	1855611	-100000614	9606.ENSP00000361125	-1.CID100000614	0	0	0	0	0	0.800	0	0	0	0.800
CAT	acetate	1843587	-100000175	9606.ENSP00000241052	-1.CID100000175	0	0	0	0	0	0.800	0	0	0	0.800
phenol	S-adenosylmeth.	-100000996	-100001079	-1.CID100000996	-1.CID100001079	0	0	0	0	0	0	0.800	0	0	0.800
MAOA	glycerol	1852356	-100000753	9606.ENSP00000340684	-1.CID100000753	0	0	0	0	0	0.800	0	0	0	0.800
PPARG	sodium	1847090	-100000923	9606.ENSP00000287820	-1.CID100000923	0	0	0	0	0	0	0.800	0	0	0.800
CSAD	nitrate	1845917	-100000943	9606.ENSP00000267085	-1.CID100000943	0	0	0	0	0	0.800	0	0	0	0.800
BACE1	phosphate	1850057	-100001003	9606.ENSP00000318585	-1.CID100001003	0	0	0	0	0	0.800	0	0	0	0.800
hydrogen	kaempferol	-100000783	-105280863	-1.CID100000783	-1.CID105280863	0	0	0	0	0	0	0.800	0	0	0.800
VEGFA	glycerol	1855611	-100000753	9606.ENSP00000361125	-1.CID100000753	0	0	0	0	0	0.800	0	0	0	0.800
INSR	CBLB	1848574	1845483	9606.ENSP00000303830	9606.ENSP00000264122	0	0	0	0	0	0	0.800	0	0	0.800
glucose	myo-inositol	-100000206	-100000892	-1.CID100000206	-1.CID100000892	0	0	0	0	0	0	0.800	0	0	0.800
MMP9	VEGFA	1855661	1855611	9606.ENSP00000361405	9606.ENSP00000361125	0	0	0	0	0	0	0.800	0	0	0.800
glucose	choline	-100000206	-100000305	-1.CID100000206	-1.CID100000305	0	0	0	0	0	0	0.800	0	0	0.800
PAH	TYR	1862478	1845331	9606.ENSP00000448059	9606.ENSP00000263321	0	0	0	0	0	0	0.800	0	0	0.800
SPP1	PTK2	1858269	1852426	9606.ENSP00000378517	9606.ENSP00000341189	0	0	0	0	0	0	0.800	0	0	0.800
methanol	sulphate	-100000887	-100001117	-1.CID100000887	-1.CID100001117	0	0	0	0	0	0	0.800	0	0	0.800
KRAS	citric acid	1844404	-100000311	9606.ENSP00000256078	-1.CID100000311	0	0	0	0	0	0.800	0	0	0	0.800
MMP9	sulphate	1855661	-100001117	9606.ENSP00000361405	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
CYP3A4	haem	1852052	-100004973	9606.ENSP00000337915	-1.CID100004973	0	0	0	0	0	0	0.800	0	0	0.800
APP	sulphate	1846936	-100001117	9606.ENSP00000284981	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
MIF	glycerol	1842503	-100000753	9606.ENSP00000215754	-1.CID100000753	0	0	0	0	0	0.800	0	0	0	0.800
arginine	taurine	-100000232	-100001123	-1.CID100000232	-1.CID100001123	0	0	0	0	0	0	0.800	0	0	0.800
PAK6	phosphate	1844788	-100001003	9606.ENSP00000260404	-1.CID100001003	0	0	0	0	0	0.800	0	0	0	0.800
VEGFA	minocycline	1855611	-126275995	9606.ENSP00000361125	-1.CID126275995	0	0	0	0	0	0	0.800	0	0	0.800
SHH	sulphate	1847842	-100001117	9606.ENSP00000297261	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
PAK6	MgATP	1844788	-100000238	9606.ENSP00000260404	-1.CID100000238	0	0	0	0	0	0	0.800	0	0	0.800
KRAS	acetate	1844404	-100000175	9606.ENSP00000256078	-1.CID100000175	0	0	0	0	0	0.800	0	0	0	0.800
MMP14	Zn(II	1849042	-100023994	9606.ENSP00000308208	-1.CID100023994	0	0	0	0	0	0.800	0	0	0	0.800
KIT	phosphate	1847112	-100001003	9606.ENSP00000288135	-1.CID100001003	0	0	0	0	0	0.800	0	0	0	0.800
cellulose	oxygen	-100000294	-100000977	-1.CID100000294	-1.CID100000977	0	0	0	0	0	0	0.800	0	0	0.800
3H-proline	hydrogen perox.	-100000614	-100000784	-1.CID100000614	-1.CID100000784	0	0	0	0	0	0	0.800	0	0	0.800
PTK2B	leflunomide	1851525	-100003899	9606.ENSP00000332816	-1.CID100003899	0	0	0	0	0	0	0.800	0	0	0.800
IGF1R	CBLB	1845984	1845483	9606.ENSP00000268035	9606.ENSP00000264122	0	0	0	0	0	0	0.800	0	0	0.800
MMP2	calcium ions	1842719	-100000271	9606.ENSP00000219070	-1.CID100000271	0	0	0	0	0	0.800	0	0	0	0.800
ACP5	Zn(II	1842712	-100023994	9606.ENSP00000218758	-1.CID100023994	0	0	0	0	0	0.800	0	0	0	0.800
VWF	sodium	1844904	-100000923	9606.ENSP00000261405	-1.CID100000923	0	0	0	0	0	0.800	0	0	0	0.800
ALPP	phenylalanine	1857973	-100000994	9606.ENSP00000375881	-1.CID100000994	0	0	0	0	0	0.800	0	0	0	0.800
SERPINE1	Zn(II	1842959	-100023994	9606.ENSP00000223095	-1.CID100023994	0	0	0	0	0	0.800	0	0	0	0.800
guanidinoaceta.	distilled water	-100000763	-100000961	-1.CID100000763	-1.CID100000961	0	0	0	0	0	0	0.800	0	0	0.800
distilled water	aspirin	-100000961	-100002244	-1.CID100000961	-1.CID100002244	0	0	0	0	0	0	0.800	0	0	0.800
SFN	glycerol	1852398	-100000753	9606.ENSP00000340989	-1.CID100000753	0	0	0	0	0	0.800	0	0	0	0.800
XDH	carnitine	1857027	-100000085	9606.ENSP00000368727	-1.CID100000085	0	0	0	0	0	0	0.800	0	0	0.800
PTK2B	phosphate	1851525	-100001003	9606.ENSP00000332816	-1.CID100001003	0	0	0	0	0	0.800	0	0	0	0.800
S-adenosylmeth.	kaempferol	-100001079	-105280863	-1.CID100001079	-1.CID105280863	0	0	0	0	0	0	0.800	0	0	0.800
TP53	acetate	1846083	-100000175	9606.ENSP00000269305	-1.CID100000175	0	0	0	0	0	0.800	0	0	0	0.800
distilled water	homovanillic a.	-100000961	-100001738	-1.CID100000961	-1.CID100001738	0	0	0	0	0	0	0.800	0	0	0.800
S-adenosylmeth.	tyramine	-100001079	-100005610	-1.CID100001079	-1.CID100005610	0	0	0	0	0	0	0.800	0	0	0.800
MAP2K1	sulphate	1848411	-100001117	9606.ENSP00000302486	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
ALB	citric acid	1847637	-100000311	9606.ENSP00000295897	-1.CID100000311	0	0	0	0	0	0.800	0	0	0	0.800
HPD	sodium	1847151	-100000923	9606.ENSP00000289004	-1.CID100000923	0	0	0	0	0	0.800	0	0	0	0.800
adenosine	hydrogen perox.	-100000191	-100000784	-1.CID100000191	-1.CID100000784	0	0	0	0	0	0	0.800	0	0	0.800
TYR	tyramine	1845331	-100005610	9606.ENSP00000263321	-1.CID100005610	0	0	0	0	0	0	0.800	0	0	0.800
MMP14	calcium ions	1849042	-100000271	9606.ENSP00000308208	-1.CID100000271	0	0	0	0	0	0.800	0	0	0	0.800
NR3C1	glycerol	1843294	-100000753	9606.ENSP00000231509	-1.CID100000753	0	0	0	0	0	0.800	0	0	0	0.800
cholesterol	sulphate	-100000304	-100001117	-1.CID100000304	-1.CID100001117	0	0	0	0	0	0	0.800	0	0	0.800
ammonia	ethanolamine p.	-100000222	-100001015	-1.CID100000222	-1.CID100001015	0	0	0	0	0	0	0.800	0	0	0.800
XDH	bicarbonate	1857027	-100000767	9606.ENSP00000368727	-1.CID100000767	0	0	0	0	0	0.800	0	0	0	0.800
ammonia	levodopa	-100000222	-100000836	-1.CID100000222	-1.CID100000836	0	0	0	0	0	0	0.800	0	0	0.800
IGF1R	okadaic acid	1845984	-100004584	9606.ENSP00000268035	-1.CID100004584	0	0	0	0	0	0	0.800	0	0	0.800
VEGFA	acetate	1855611	-100000175	9606.ENSP00000361125	-1.CID100000175	0	0	0	0	0	0.800	0	0	0	0.800
VIM	ammonia	1842995	-100000222	9606.ENSP00000224237	-1.CID100000222	0	0	0	0	0	0.800	0	0	0	0.800
MMP2	Zn(II	1842719	-100023994	9606.ENSP00000219070	-1.CID100023994	0	0	0	0	0	0.800	0	0	0	0.800
IL2	glycerol	1843096	-100000753	9606.ENSP00000226730	-1.CID100000753	0	0	0	0	0	0.800	0	0	0	0.800
acetate	chitosan	-100000175	-100439300	-1.CID100000175	-1.CID100439300	0	0	0	0	0	0	0.800	0	0	0.800
TP53	sulphate	1846083	-100001117	9606.ENSP00000269305	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
PTPN1	glycerol	1855520	-100000753	9606.ENSP00000360683	-1.CID100000753	0	0	0	0	0	0.800	0	0	0	0.800
VEGFA	phenylalanine	1855611	-100000994	9606.ENSP00000361125	-1.CID100000994	0	0	0	0	0	0.800	0	0	0	0.800
IL12B	potassium	1843283	-100000813	9606.ENSP00000231228	-1.CID100000813	0	0	0	0	0	0.800	0	0	0	0.800
CAT	hydrogen	1843587	-100000783	9606.ENSP00000241052	-1.CID100000783	0	0	0	0	0	0	0.800	0	0	0.800
BACE1	iodide	1850057	-100005238	9606.ENSP00000318585	-1.CID100005238	0	0	0	0	0	0.800	0	0	0	0.800
GAA	cellulose	1848760	-100000294	9606.ENSP00000305692	-1.CID100000294	0	0	0	0	0	0	0.800	0	0	0.800
ammonia	benzoic acid	-100000222	-100000242	-1.CID100000222	-1.CID100000242	0	0	0	0	0	0	0.800	0	0	0.800
KRAS	sodium	1844404	-100000923	9606.ENSP00000256078	-1.CID100000923	0	0	0	0	0	0.800	0	0	0	0.800
TRPV1	eicosapent.d (.	1858755	-100003209	9606.ENSP00000382659	-1.CID100003209	0	0	0	0	0	0	0.800	0	0	0.800
PTK2	sodium	1852426	-100000923	9606.ENSP00000341189	-1.CID100000923	0	0	0	0	0	0.800	0	0	0	0.800
VEGFA	INSR	1855611	1848574	9606.ENSP00000361125	9606.ENSP00000303830	0	0	0	0	0	0	0.800	0	0	0.800
ERBB2	INS	1846101	1844030	9606.ENSP00000269571	9606.ENSP00000250971	0	0	0	0	0	0	0.800	0	0	0.800
VEGFA	leucine	1855611	-100000857	9606.ENSP00000361125	-1.CID100000857	0	0	0	0	0	0.800	0	0	0	0.800
MMP2	captopril	1842719	-100002550	9606.ENSP00000219070	-1.CID100002550	0	0	0	0	0	0	0.800	0	0	0.800
PAH	levodopa	1862478	-100000836	9606.ENSP00000448059	-1.CID100000836	0	0	0	0	0	0.800	0	0	0	0.800
malate	lactate	-100000525	-100000612	-1.CID100000525	-1.CID100000612	0	0	0	0.619	0	0	0.800	0	0	0.800
PPARG	Zn(II	1847090	-100023994	9606.ENSP00000287820	-1.CID100023994	0	0	0	0	0	0.800	0	0	0	0.800
ALB	stearic acid	1847637	-100005281	9606.ENSP00000295897	-1.CID100005281	0	0	0	0	0	0.800	0	0	0	0.800
VWF	sulphate	1844904	-100001117	9606.ENSP00000261405	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
PDGFRA	INS	1844502	1844030	9606.ENSP00000257290	9606.ENSP00000250971	0	0	0	0	0	0	0.800	0	0	0.800
SMAD3	Zn(II	1851536	-100023994	9606.ENSP00000332973	-1.CID100023994	0	0	0	0	0	0.800	0	0	0	0.800
IL7R	EPO	1848815	1844154	9606.ENSP00000306157	9606.ENSP00000252723	0	0	0	0	0	0	0.800	0	0	0.800
BCL2	paclitaxel	1851168	-100004666	9606.ENSP00000329623	-1.CID100004666	0	0	0	0	0	0	0.800	0	0	0.800
MAPK3	sodium	1845265	-100000923	9606.ENSP00000263025	-1.CID100000923	0	0	0	0	0	0.800	0	0	0	0.800
IGF2	Zn(II	1859600	-100023994	9606.ENSP00000391826	-1.CID100023994	0	0	0	0	0	0.800	0	0	0	0.800
TYR	quinol	1845331	-100000785	9606.ENSP00000263321	-1.CID100000785	0	0	0	0	0	0	0.800	0	0	0.800
ADIPOQ	glycerol	1850277	-100000753	9606.ENSP00000320709	-1.CID100000753	0	0	0	0	0	0.800	0	0	0	0.800
MAPT	paclitaxel	1852372	-100004666	9606.ENSP00000340820	-1.CID100004666	0	0	0	0	0	0	0.800	0	0	0.800
APCS	ethanolamine p.	1844350	-100001015	9606.ENSP00000255040	-1.CID100001015	0	0	0	0	0	0.800	0	0	0	0.800
CCL3	Zn(II	1843010	-100023994	9606.ENSP00000225245	-1.CID100023994	0	0	0	0	0	0.800	0	0	0	0.800
hydrogen	benzoquinone	-100000783	-100004650	-1.CID100000783	-1.CID100004650	0	0	0	0	0	0	0.800	0	0	0.800
MLKL	MgATP	1849061	-100000238	9606.ENSP00000308351	-1.CID100000238	0	0	0	0	0	0	0.800	0	0	0.800
APP	glycerol	1846936	-100000753	9606.ENSP00000284981	-1.CID100000753	0	0	0	0	0	0.800	0	0	0	0.800
TH	distilled water	1857346	-100000961	9606.ENSP00000370571	-1.CID100000961	0	0	0	0	0	0	0.800	0	0	0.800
ALPP	calcium ions	1857973	-100000271	9606.ENSP00000375881	-1.CID100000271	0	0	0	0	0	0.800	0	0	0	0.800
MAP2K1	acetate	1848411	-100000175	9606.ENSP00000302486	-1.CID100000175	0	0	0	0	0	0.800	0	0	0	0.800
IL12B	phosphate	1843283	-100001003	9606.ENSP00000231228	-1.CID100001003	0	0	0	0	0	0.800	0	0	0	0.800
ALB	sulphate	1847637	-100001117	9606.ENSP00000295897	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
VIM	sulphate	1842995	-100001117	9606.ENSP00000224237	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
PIK3R1	sulphate	1846375	-100001117	9606.ENSP00000274335	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
VIM	glycerol	1842995	-100000753	9606.ENSP00000224237	-1.CID100000753	0	0	0	0	0	0.800	0	0	0	0.800
IL7R	glycerol	1848815	-100000753	9606.ENSP00000306157	-1.CID100000753	0	0	0	0	0	0.800	0	0	0	0.800
GSK3B	phosphate	1850681	-100001003	9606.ENSP00000324806	-1.CID100001003	0	0	0	0	0	0.800	0	0	0	0.800
VEGFA	arginine	1855611	-100000232	9606.ENSP00000361125	-1.CID100000232	0	0	0	0	0	0.800	0	0	0	0.800
BCAP31	sulphate	1859634	-100001117	9606.ENSP00000392330	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
EGFR	glyceryl trini.	1846445	-100004510	9606.ENSP00000275493	-1.CID100004510	0	0	0	0	0	0	0.800	0	0	0.800
IL7R	CBLB	1848815	1845483	9606.ENSP00000306157	9606.ENSP00000264122	0	0	0	0	0	0	0.800	0	0	0.800
SOD1	cystein	1846132	-100000594	9606.ENSP00000270142	-1.CID100000594	0	0	0	0	0	0.800	0	0	0	0.800
PPARG	reduced glutat.	1847090	-100000745	9606.ENSP00000287820	-1.CID100000745	0	0	0	0	0	0.800	0	0	0	0.800
IL1B	minocycline	1845335	-126275995	9606.ENSP00000263341	-1.CID126275995	0	0	0	0	0	0	0.800	0	0	0.800
SHBG	calcium ions	1857224	-100000271	9606.ENSP00000369816	-1.CID100000271	0	0	0	0	0	0.800	0	0	0	0.800
methanol	oxaloacetate	-100000887	-100000970	-1.CID100000887	-1.CID100000970	0	0	0	0	0	0	0.800	0	0	0.800
KIT	INS	1847112	1844030	9606.ENSP00000288135	9606.ENSP00000250971	0	0	0	0	0	0	0.800	0	0	0.800
IL23A	glucose	1843150	-100000206	9606.ENSP00000228534	-1.CID100000206	0	0	0	0	0	0.800	0	0	0	0.800
IL10	IL7R	1860958	1848815	9606.ENSP00000412237	9606.ENSP00000306157	0	0	0	0	0	0	0.800	0	0	0.800
PTPN1	nitrate	1855520	-100000943	9606.ENSP00000360683	-1.CID100000943	0	0	0	0	0	0.800	0	0	0	0.800
IL6	sulphate	1844631	-100001117	9606.ENSP00000258743	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
CBS	sulfur	1852819	-100000402	9606.ENSP00000344460	-1.CID100000402	0	0	0	0	0	0	0.800	0	0	0.800
IL7R	IL2	1848815	1843096	9606.ENSP00000306157	9606.ENSP00000226730	0	0	0	0	0	0	0.800	0	0	0.800
TP53	iodide	1846083	-100005238	9606.ENSP00000269305	-1.CID100005238	0	0	0	0	0	0.800	0	0	0	0.800
KRAS	glycerol	1844404	-100000753	9606.ENSP00000256078	-1.CID100000753	0	0	0	0	0	0.800	0	0	0	0.800
PRKACB	PSEN1	1855328	1850825	9606.ENSP00000359719	9606.ENSP00000326366	0	0	0	0	0	0	0.800	0	0	0.800
KIT	sulphate	1847112	-100001117	9606.ENSP00000288135	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
CCL3	acetate	1843010	-100000175	9606.ENSP00000225245	-1.CID100000175	0	0	0	0	0	0.800	0	0	0	0.800
CRP	ethanolamine p.	1844348	-100001015	9606.ENSP00000255030	-1.CID100001015	0	0	0	0	0	0.800	0	0	0	0.800
phenylalanine	S-adenosylmeth.	-100000994	-100001079	-1.CID100000994	-1.CID100001079	0	0	0	0	0	0	0.800	0	0	0.800
glucose	cholesterol	-100000206	-100000304	-1.CID100000206	-1.CID100000304	0	0	0	0	0	0	0.800	0	0	0.800
VEGFA	sulphate	1855611	-100001117	9606.ENSP00000361125	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
CAT	methanol	1843587	-100000887	9606.ENSP00000241052	-1.CID100000887	0	0	0	0	0	0	0.800	0	0	0.800
NR3C1	Zn(II	1843294	-100023994	9606.ENSP00000231509	-1.CID100023994	0	0	0	0	0	0.800	0	0	0	0.800
IL18	glycerol	1846668	-100000753	9606.ENSP00000280357	-1.CID100000753	0	0	0	0	0	0.800	0	0	0	0.800
CRH	phenylalanine	1846502	-100000994	9606.ENSP00000276571	-1.CID100000994	0	0	0	0	0	0	0.800	0	0	0.800
CAT	formalin	1843587	-100000712	9606.ENSP00000241052	-1.CID100000712	0	0	0	0	0	0	0.800	0	0	0.800
LEP	IL6	1849557	1844631	9606.ENSP00000312652	9606.ENSP00000258743	0	0	0	0	0	0	0.800	0	0	0.800
EDIL3	calcium ions	1847762	-100000271	9606.ENSP00000296591	-1.CID100000271	0	0	0	0	0	0.800	0	0	0	0.800
CTNNB1	sodium	1852818	-100000923	9606.ENSP00000344456	-1.CID100000923	0	0	0	0	0	0.800	0	0	0	0.800
bicarbonate	S-adenosylmeth.	-100000767	-100001079	-1.CID100000767	-1.CID100001079	0	0	0	0	0	0	0.800	0	0	0.800
SOD1	methionine	1846132	-100000876	9606.ENSP00000270142	-1.CID100000876	0	0	0	0	0	0.800	0	0	0	0.800
CASP1	minocycline	1860827	-126275995	9606.ENSP00000410076	-1.CID126275995	0	0	0	0	0	0	0.800	0	0	0.800
CYP3A4	paclitaxel	1852052	-100004666	9606.ENSP00000337915	-1.CID100004666	0	0	0	0	0	0	0.800	0	0	0.800
MMP14	sodium	1849042	-100000923	9606.ENSP00000308208	-1.CID100000923	0	0	0	0	0	0.800	0	0	0	0.800
alanine	oxaloacetate	-100000602	-100000970	-1.CID100000602	-1.CID100000970	0	0	0	0.521	0	0	0.800	0	0	0.800
PTPN1	sodium	1855520	-100000923	9606.ENSP00000360683	-1.CID100000923	0	0	0	0	0	0.800	0	0	0	0.800
BACE1	sodium	1850057	-100000923	9606.ENSP00000318585	-1.CID100000923	0	0	0	0	0	0.800	0	0	0	0.800
TNF	anti-D	1860103	-100000739	9606.ENSP00000398698	-1.CID100000739	0	0	0	0	0	0	0.800	0	0	0.800
MMP9	glycerol	1855661	-100000753	9606.ENSP00000361405	-1.CID100000753	0	0	0	0	0	0.800	0	0	0	0.800
distilled water	doxorubicin	-100000961	-100001690	-1.CID100000961	-1.CID100001690	0	0	0	0	0	0	0.800	0	0	0.800
VEGFA	ERBB2	1855611	1846101	9606.ENSP00000361125	9606.ENSP00000269571	0	0	0	0	0	0	0.800	0	0	0.800
NR3C1	corticosterone	1843294	-100005753	9606.ENSP00000231509	-1.CID100005753	0	0	0	0	0	0	0.800	0	0	0.800
FDPS	Zn(II	1853389	-100023994	9606.ENSP00000349078	-1.CID100023994	0	0	0	0	0	0.800	0	0	0	0.800
oxygen	uridine	-100000977	-100001177	-1.CID100000977	-1.CID100001177	0	0	0	0	0	0	0.800	0	0	0.800
naringenin	S-adenosylmeth.	-100000932	-100001079	-1.CID100000932	-1.CID100001079	0	0	0	0	0	0	0.800	0	0	0.800
PPARG	sulphate	1847090	-100001117	9606.ENSP00000287820	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
DPYSL2	calcium ions	1849191	-100000271	9606.ENSP00000309539	-1.CID100000271	0	0	0	0	0	0.800	0	0	0	0.800
PAH	TH	1862478	1857346	9606.ENSP00000448059	9606.ENSP00000370571	0	0	0	0.952	0	0	0.800	0	0	0.800
KEAP1	sodium	1842313	-100000923	9606.ENSP00000171111	-1.CID100000923	0	0	0	0	0	0.800	0	0	0	0.800
UMPS	sulphate	1843321	-100001117	9606.ENSP00000232607	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
VEGFA	pyroglutamate	1855611	-100000499	9606.ENSP00000361125	-1.CID100000499	0	0	0	0	0	0	0.800	0	0	0.800
cellulose	hydrogen perox.	-100000294	-100000784	-1.CID100000294	-1.CID100000784	0	0	0	0	0	0	0.800	0	0	0.800
ALPP	acetate	1857973	-100000175	9606.ENSP00000375881	-1.CID100000175	0	0	0	0	0	0.800	0	0	0	0.800
CTNNB1	imidazole	1852818	-100000795	9606.ENSP00000344456	-1.CID100000795	0	0	0	0	0	0.800	0	0	0	0.800
ASPA	phosphate	1845277	-100001003	9606.ENSP00000263080	-1.CID100001003	0	0	0	0	0	0.800	0	0	0	0.800
ADIPOQ	sodium	1850277	-100000923	9606.ENSP00000320709	-1.CID100000923	0	0	0	0	0	0.800	0	0	0	0.800
RHOA	sulphate	1860210	-100001117	9606.ENSP00000400175	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
MAPK8	sulphate	1853988	-100001117	9606.ENSP00000353483	-1.CID100001117	0	0	0	0	0	0.800	0	0	0	0.800
IL23A	phosphate	1843150	-100001003	9606.ENSP00000228534	-1.CID100001003	0	0	0	0	0	0.800	0	0	0	0.800
lactate	sulphate	-100000612	-100001117	-1.CID100000612	-1.CID100001117	0	0	0	0	0	0	0.800	0	0	0.800
S-adenosylmeth.	tryptophan	-100001079	-100001148	-1.CID100001079	-1.CID100001148	0	0	0	0	0	0	0.800	0	0	0.800
quinol	benzoquinone	-100000785	-100004650	-1.CID100000785	-1.CID100004650	0	0	0	0	0	0	0.800	0	0	0.800
